,methodA,methodB,weight
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.authentication.LoginUtils.LoginUtils,0.08695652173913043
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.authentication.LoginUtils.createEmpty,0.18181818181818182
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.authentication.LoginUtils.isUserRegistered,0.07407407407407407
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.authentication.RegisterServlet.doPost,0.75
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.authentication.RegisterServlet.forwardToResult,0.6086956521739131
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.authentication.RegistrationUtils.RegistrationUtils,0.08695652173913043
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.authentication.RegistrationUtils.isPasswordGood,0.02702702702702703
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.authentication.RegistrationUtils.isUserInDatabase,0.043478260869565216
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.authentication.RegistrationUtils.processRegistration,0.1935483870967742
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.authentication.RegistrationUtils.saveToDatabase,0.1
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.authentication.domainobjects.PasswordResult.PasswordResult,0.09090909090909091
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.authentication.domainobjects.PasswordResult.createDefault,0.09090909090909091
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.authentication.domainobjects.PasswordResult.createEmpty,0.047619047619047616
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.authentication.domainobjects.PasswordResult.equals,0.08695652173913043
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.authentication.domainobjects.PasswordResult.hashCode,0.047619047619047616
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.authentication.domainobjects.PasswordResult.toPrettyString,0.045454545454545456
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.authentication.domainobjects.PasswordResult.toString,0.047619047619047616
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.authentication.domainobjects.PasswordResultEnums.PasswordResultEnums,0.08333333333333333
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.authentication.domainobjects.RegistrationResult.RegistrationResult,0.043478260869565216
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.authentication.domainobjects.RegistrationResult.equals,0.08333333333333333
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.authentication.domainobjects.RegistrationResult.hashCode,0.045454545454545456
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.authentication.domainobjects.RegistrationResult.toPrettyString,0.045454545454545456
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.authentication.domainobjects.RegistrationResult.toString,0.047619047619047616
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.authentication.domainobjects.RegistrationStatusEnums.RegistrationStatusEnums,0.041666666666666664
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.authentication.domainobjects.User.User,0.09090909090909091
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.authentication.domainobjects.User.createEmpty,0.09090909090909091
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.authentication.domainobjects.User.equals,0.08333333333333333
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.authentication.domainobjects.User.hashCode,0.09090909090909091
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.authentication.domainobjects.User.isEmpty,0.09090909090909091
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.authentication.domainobjects.User.toString,0.09090909090909091
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.helpers.CheckUtils.CheckUtils,0.05
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.helpers.ServletUtils.ServletUtils,0.1
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.helpers.ServletUtils.forwardToResult,0.041666666666666664
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.library.LibraryLendServlet.doPost,0.7727272727272727
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.library.LibraryLendServlet.getDateNow,0.09523809523809523
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.library.LibraryRegisterBookServlet.doPost,0.6521739130434783
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.library.LibraryRegisterBorrowerServlet.doPost,0.64
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.library.LibraryUtils.LibraryUtils,0.08695652173913043
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.library.LibraryUtils.createLoan,0.07692307692307693
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.library.LibraryUtils.isEmpty,0.07692307692307693
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.library.LibraryUtils.registerBook,0.1111111111111111
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.library.LibraryUtils.registerBorrower,0.1111111111111111
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.library.LibraryUtils.saveNewBook,0.045454545454545456
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.library.LibraryUtils.saveNewBorrower,0.08333333333333333
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.library.LibraryUtils.searchForBookById,0.045454545454545456
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.library.LibraryUtils.searchForBookByTitle,0.043478260869565216
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.library.LibraryUtils.searchForBorrowerByName,0.043478260869565216
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.library.LibraryUtils.searchForLoanByBook,0.041666666666666664
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.library.LibraryUtils.searchForLoanByBorrower,0.045454545454545456
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.library.domainobjects.Book.Book,0.08695652173913043
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.library.domainobjects.Book.createEmpty,0.08695652173913043
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.library.domainobjects.Book.equals,0.08
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.library.domainobjects.Book.hashCode,0.08695652173913043
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.library.domainobjects.Book.isEmpty,0.08695652173913043
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.library.domainobjects.Book.toString,0.08695652173913043
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.library.domainobjects.Borrower.Borrower,0.043478260869565216
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.library.domainobjects.Borrower.equals,0.08333333333333333
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.library.domainobjects.Borrower.isEmpty,0.047619047619047616
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.library.domainobjects.LibraryActionResults.LibraryActionResults,0.08333333333333333
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.library.domainobjects.Loan.Loan,0.09523809523809523
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.library.domainobjects.Loan.createEmpty,0.047619047619047616
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.library.domainobjects.Loan.equals,0.09090909090909091
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.library.domainobjects.Loan.hashCode,0.09523809523809523
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.library.domainobjects.Loan.isEmpty,0.09090909090909091
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.library.domainobjects.Loan.toString,0.047619047619047616
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.mathematics.MathServlet.doPost,0.2916666666666667
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.mathematics.MathServlet.forwardToResult,0.24
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.mathematics.MathServlet.putNumberInRequest,0.25
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.mathematics.MathServlet.setResultToSum,0.23076923076923078
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.DbServlet.doGet,0.09090909090909091
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.EmptyDataSource.getConnection,0.09523809523809523
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.EmptyDataSource.getLogWriter,0.09523809523809523
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.EmptyDataSource.getLoginTimeout,0.09523809523809523
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.EmptyDataSource.getParentLogger,0.09523809523809523
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.EmptyDataSource.isWrapperFor,0.09523809523809523
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.EmptyDataSource.setLogWriter,0.09523809523809523
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.EmptyDataSource.setLoginTimeout,0.09523809523809523
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.EmptyDataSource.unwrap,0.09523809523809523
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.ParameterObject.ParameterObject,0.041666666666666664
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.ParameterObject.createEmpty,0.043478260869565216
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.ParameterObject.equals,0.041666666666666664
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.ParameterObject.hashCode,0.047619047619047616
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.ParameterObject.isEmpty,0.047619047619047616
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.ParameterObject.toString,0.047619047619047616
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.PersistenceLayer.PersistenceLayer,0.13636363636363635
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.PersistenceLayer.areCredentialsValid,0.06666666666666667
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.PersistenceLayer.bytesToHex,0.045454545454545456
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.PersistenceLayer.configureFlyway,0.041666666666666664
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.PersistenceLayer.createExtractor,0.16129032258064516
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.PersistenceLayer.createHashedValueFromPassword,0.08695652173913043
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.PersistenceLayer.createLoan,0.06896551724137931
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.PersistenceLayer.executeInsertOnPreparedStatement,0.041666666666666664
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.PersistenceLayer.executeUpdateTemplate,0.11764705882352941
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.PersistenceLayer.getBorrowerName,0.13513513513513514
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.PersistenceLayer.obtainConnectionPool,0.13793103448275862
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.PersistenceLayer.prepareStatementWithKeys,0.13333333333333333
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.PersistenceLayer.runBackup,0.043478260869565216
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.PersistenceLayer.runRestore,0.04
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.PersistenceLayer.saveNewBook,0.06666666666666667
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.PersistenceLayer.saveNewBorrower,0.06896551724137931
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.PersistenceLayer.searchBooksByTitle,0.15625
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.PersistenceLayer.searchBorrowerDataByName,0.14705882352941177
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.PersistenceLayer.searchForUserByName,0.03571428571428571
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.PersistenceLayer.updateBorrower,0.17857142857142858
