,className1,className2,ClassNameRel
0,com.coveros.training.expenses.AlcoholResult,com.coveros.training.expenses.AlcoholCalculator,0.5
1,com.coveros.training.expenses.AlcoholCalculator,com.coveros.training.mathematics.Calculator,0.5
2,com.coveros.training.mathematics.Fibonacci,com.coveros.training.mathematics.FibonacciIterative,0.5
3,com.coveros.training.mathematics.Fibonacci,com.coveros.training.mathematics.FibServlet,1.0
4,com.coveros.training.mathematics.Ackermann,com.coveros.training.mathematics.AckermannIterative,0.5
5,com.coveros.training.mathematics.Ackermann,com.coveros.training.mathematics.AckServlet,1.0
6,com.coveros.training.mathematics.FibonacciIterative,com.coveros.training.mathematics.AckermannIterative,0.3333333333333333
7,com.coveros.training.mathematics.FibonacciIterative,com.coveros.training.mathematics.FibServlet,0.5
8,com.coveros.training.mathematics.AckermannIterative,com.coveros.training.mathematics.AckServlet,0.5
9,com.coveros.training.library.LibraryRegisterBorrowerServlet,com.coveros.training.library.LibraryBookListSearchServlet,0.25
10,com.coveros.training.library.LibraryRegisterBorrowerServlet,com.coveros.training.library.LibraryLendServlet,0.25
11,com.coveros.training.library.LibraryRegisterBorrowerServlet,com.coveros.training.library.LibraryBorrowerListSearchServlet,0.6666666666666666
12,com.coveros.training.library.LibraryRegisterBorrowerServlet,com.coveros.training.library.LibraryRegisterBookServlet,0.5
13,com.coveros.training.library.LibraryRegisterBorrowerServlet,com.coveros.training.library.LibraryUtils,0.3333333333333333
14,com.coveros.training.library.LibraryRegisterBorrowerServlet,com.coveros.training.library.LibraryBookListAvailableServlet,0.2
15,com.coveros.training.library.LibraryRegisterBorrowerServlet,com.coveros.training.library.domainobjects.Borrower,0.3333333333333333
16,com.coveros.training.library.LibraryRegisterBorrowerServlet,com.coveros.training.library.domainobjects.LibraryActionResults,0.25
17,com.coveros.training.library.LibraryRegisterBorrowerServlet,com.coveros.training.authentication.RegistrationUtils,0.3333333333333333
18,com.coveros.training.library.LibraryRegisterBorrowerServlet,com.coveros.training.authentication.RegisterServlet,0.3333333333333333
19,com.coveros.training.library.LibraryRegisterBorrowerServlet,com.coveros.training.authentication.domainobjects.RegistrationResult,0.3333333333333333
20,com.coveros.training.library.LibraryRegisterBorrowerServlet,com.coveros.training.authentication.domainobjects.RegistrationStatusEnums,0.3333333333333333
21,com.coveros.training.library.LibraryBookListSearchServlet,com.coveros.training.library.LibraryLendServlet,0.3333333333333333
22,com.coveros.training.library.LibraryBookListSearchServlet,com.coveros.training.library.LibraryBorrowerListSearchServlet,0.3333333333333333
23,com.coveros.training.library.LibraryBookListSearchServlet,com.coveros.training.library.LibraryRegisterBookServlet,0.6666666666666666
24,com.coveros.training.library.LibraryBookListSearchServlet,com.coveros.training.library.LibraryUtils,0.5
25,com.coveros.training.library.LibraryBookListSearchServlet,com.coveros.training.library.LibraryBookListAvailableServlet,0.6666666666666666
26,com.coveros.training.library.LibraryBookListSearchServlet,com.coveros.training.library.domainobjects.LibraryActionResults,0.3333333333333333
27,com.coveros.training.library.LibraryBookListSearchServlet,com.coveros.training.library.domainobjects.Book,0.5
28,com.coveros.training.library.LibraryLendServlet,com.coveros.training.library.LibraryBorrowerListSearchServlet,0.3333333333333333
29,com.coveros.training.library.LibraryLendServlet,com.coveros.training.library.LibraryRegisterBookServlet,0.25
30,com.coveros.training.library.LibraryLendServlet,com.coveros.training.library.LibraryUtils,0.5
31,com.coveros.training.library.LibraryLendServlet,com.coveros.training.library.LibraryBookListAvailableServlet,0.25
32,com.coveros.training.library.LibraryLendServlet,com.coveros.training.library.domainobjects.LibraryActionResults,0.3333333333333333
33,com.coveros.training.library.LibraryBorrowerListSearchServlet,com.coveros.training.library.LibraryRegisterBookServlet,0.25
34,com.coveros.training.library.LibraryBorrowerListSearchServlet,com.coveros.training.library.LibraryUtils,0.5
35,com.coveros.training.library.LibraryBorrowerListSearchServlet,com.coveros.training.library.LibraryBookListAvailableServlet,0.25
36,com.coveros.training.library.LibraryBorrowerListSearchServlet,com.coveros.training.library.domainobjects.Borrower,0.5
37,com.coveros.training.library.LibraryBorrowerListSearchServlet,com.coveros.training.library.domainobjects.LibraryActionResults,0.3333333333333333
38,com.coveros.training.library.LibraryRegisterBookServlet,com.coveros.training.library.LibraryUtils,0.3333333333333333
39,com.coveros.training.library.LibraryRegisterBookServlet,com.coveros.training.library.LibraryBookListAvailableServlet,0.5
40,com.coveros.training.library.LibraryRegisterBookServlet,com.coveros.training.library.domainobjects.LibraryActionResults,0.25
41,com.coveros.training.library.LibraryRegisterBookServlet,com.coveros.training.library.domainobjects.Book,0.3333333333333333
42,com.coveros.training.library.LibraryRegisterBookServlet,com.coveros.training.authentication.RegistrationUtils,0.3333333333333333
43,com.coveros.training.library.LibraryRegisterBookServlet,com.coveros.training.authentication.RegisterServlet,0.3333333333333333
44,com.coveros.training.library.LibraryRegisterBookServlet,com.coveros.training.authentication.domainobjects.RegistrationResult,0.3333333333333333
45,com.coveros.training.library.LibraryRegisterBookServlet,com.coveros.training.authentication.domainobjects.RegistrationStatusEnums,0.3333333333333333
46,com.coveros.training.library.LibraryUtils,com.coveros.training.library.LibraryBookListAvailableServlet,0.3333333333333333
47,com.coveros.training.library.LibraryUtils,com.coveros.training.library.domainobjects.LibraryActionResults,0.5
48,com.coveros.training.library.LibraryBookListAvailableServlet,com.coveros.training.library.domainobjects.LibraryActionResults,0.25
49,com.coveros.training.library.LibraryBookListAvailableServlet,com.coveros.training.library.domainobjects.Book,0.3333333333333333
50,com.coveros.training.persistence.EmptyDataSource,com.coveros.training.persistence.SqlData,0.3333333333333333
51,com.coveros.training.persistence.SqlData,com.coveros.training.persistence.SqlRuntimeException,0.3333333333333333
52,com.coveros.training.persistence.PersistenceLayer,com.coveros.training.persistence.IPersistenceLayer,1.0
53,com.coveros.training.authentication.LoginUtils,com.coveros.training.authentication.LoginServlet,1.0
54,com.coveros.training.authentication.RegistrationUtils,com.coveros.training.authentication.RegisterServlet,1.0
55,com.coveros.training.authentication.RegistrationUtils,com.coveros.training.authentication.domainobjects.RegistrationResult,1.0
56,com.coveros.training.authentication.RegistrationUtils,com.coveros.training.authentication.domainobjects.RegistrationStatusEnums,1.0
57,com.coveros.training.authentication.RegisterServlet,com.coveros.training.authentication.domainobjects.RegistrationResult,1.0
58,com.coveros.training.authentication.RegisterServlet,com.coveros.training.authentication.domainobjects.RegistrationStatusEnums,1.0
59,com.coveros.training.authentication.domainobjects.PasswordResult,com.coveros.training.authentication.domainobjects.PasswordResultEnums,1.0
60,com.coveros.training.authentication.domainobjects.RegistrationResult,com.coveros.training.authentication.domainobjects.RegistrationStatusEnums,1.0
