,className1,className2,ClassTermRel
0,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.mathematics.AckermannIterative.$.Field,0.8435085405672101
1,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.library.LibraryRegisterBookServlet,0.1396162684629971
2,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.library.domainobjects.LibraryActionResults,0.1677004107845698
3,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.helpers.ServletUtils,0.14772869965910407
4,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.helpers.StringUtils,0.2141541432742063
5,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.library.LibraryUtils,0.16340779899143584
6,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.authentication.domainobjects.PasswordResult,0.1831913151579568
7,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.authentication.domainobjects.PasswordResultEnums,0.19438662666011286
8,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.helpers.AssertionException,0.16648178955300671
9,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.persistence.SqlData,0.19940207979753088
10,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.persistence.ParameterObject,0.2025180171918991
11,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.persistence.SqlRuntimeException,0.14531721951587842
12,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.mathematics.TailRecursive.$,0.47169840373351907
13,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.library.LibraryBookListSearchServlet,0.14146449223228466
14,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.library.domainobjects.Book,0.2221281229368303
15,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.tomcat.WebAppListener,0.1559244819820756
16,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.persistence.PersistenceLayer,0.17790093813591906
17,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.authentication.RegistrationUtils,0.19159900956750056
18,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.authentication.domainobjects.RegistrationResult,0.18033392693348646
19,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.helpers.CheckUtils,0.17551041802971323
20,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.authentication.domainobjects.RegistrationStatusEnums,0.19438662666011286
21,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.authentication.LoginUtils,0.19322498158594356
22,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.mathematics.MathServlet,0.28559149727422434
23,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.mathematics.Calculator,0.49442568981541163
24,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.cartesianproduct.CartesianProduct,0.19223661202719813
25,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.authentication.LoginServlet,0.17958719939083445
26,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.expenses.AlcoholCalculator,0.13059906055209675
27,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.expenses.AlcoholResult,0.17217136797240232
28,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.expenses.DinnerPrices,0.1922366120271981
29,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.authentication.domainobjects.User,0.22197571940400895
30,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.library.domainobjects.Borrower,0.2221281229368303
31,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.library.domainobjects.Loan,0.21954968241447873
32,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.persistence.EmptyDataSource,0.20112347005446124
33,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.mathematics.AckServlet,0.30381331196949296
34,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.mathematics.Ackermann,0.8376592683116144
35,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.authentication.RegisterServlet,0.17226095058342206
36,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.persistence.NotImplementedException,0.21058465757133063
37,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.library.LibraryRegisterBorrowerServlet,0.1396162684629971
38,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.mathematics.FibonacciIterative,0.6182978442273273
39,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.persistence.DbServlet,0.20846817513554894
40,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.library.LibraryLendServlet,0.15261360626580822
41,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.mathematics.FibServlet,0.31209756926149396
42,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.mathematics.Fibonacci,0.4439514388080179
43,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.library.LibraryBookListAvailableServlet,0.1392190663253838
44,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.library.LibraryBorrowerListSearchServlet,0.14146449223228466
45,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.mathematics.Calculator.Bar,0.42116931514266126
46,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.mathematics.Calculator.Baz,0.38447322405439627
47,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.mathematics.Calculator.Foo,0.42116931514266126
48,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.mathematics.AckermannIterative,0.937749973581172
49,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.mathematics.AckermannIterative.$.FunctionalAckermann,0.8379662942755278
50,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.mathematics.TailRecursive,0.2268580649469228
51,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.mathematics.FunctionalField,0.26907520534172064
52,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.persistence.IPersistenceLayer,0.17649087965563162
53,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.persistence.PersistenceLayer.ThrowingFunction,0.1359318119567592
54,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.mathematics.Calculator.iBar,0.42116931514266126
55,com.coveros.training.mathematics.AckermannIterative.$,com.coveros.training.mathematics.Calculator.iFoo,0.42116931514266126
56,com.coveros.training.mathematics.AckermannIterative.$.Field,com.coveros.training.library.LibraryRegisterBookServlet,0.13223190671613808
57,com.coveros.training.mathematics.AckermannIterative.$.Field,com.coveros.training.library.domainobjects.LibraryActionResults,0.15963896578364292
58,com.coveros.training.mathematics.AckermannIterative.$.Field,com.coveros.training.helpers.ServletUtils,0.1399152680963988
59,com.coveros.training.mathematics.AckermannIterative.$.Field,com.coveros.training.helpers.StringUtils,0.20282744273325506
60,com.coveros.training.mathematics.AckermannIterative.$.Field,com.coveros.training.library.LibraryUtils,0.1547650934292929
61,com.coveros.training.mathematics.AckermannIterative.$.Field,com.coveros.training.authentication.domainobjects.PasswordResult,0.17350225130528882
62,com.coveros.training.mathematics.AckermannIterative.$.Field,com.coveros.training.authentication.domainobjects.PasswordResultEnums,0.18562070928297905
63,com.coveros.training.mathematics.AckermannIterative.$.Field,com.coveros.training.helpers.AssertionException,0.15767649936829098
64,com.coveros.training.mathematics.AckermannIterative.$.Field,com.coveros.training.persistence.SqlData,0.18885562194909417
65,com.coveros.training.mathematics.AckermannIterative.$.Field,com.coveros.training.persistence.ParameterObject,0.19180675613568524
66,com.coveros.training.mathematics.AckermannIterative.$.Field,com.coveros.training.persistence.SqlRuntimeException,0.13763133212778098
