,className1,className2,ClassNameRel
0,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.getAddress1,0.5
1,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.getAddress2,0.5
2,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.getBannerName,0.3333333333333333
3,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.getCity,0.5
4,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.getCountry,0.5
5,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.getEmail,0.5
6,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.getFavouriteCategoryId,0.3333333333333333
7,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.getFirstName,0.3333333333333333
8,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.getLanguagePreference,0.3333333333333333
9,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.getLastName,0.3333333333333333
10,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.getPassword,0.5
11,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.getPhone,0.5
12,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.getState,1.0
13,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.getStatus,1.0
14,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.getUsername,0.5
15,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.getZip,0.5
16,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.isBannerOption,0.3333333333333333
17,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.isListOption,0.5
18,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.setAddress1,0.5
19,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.setAddress2,0.5
20,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.setBannerName,0.3333333333333333
21,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.setBannerOption,0.3333333333333333
22,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.setCity,0.5
23,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.setCountry,0.5
24,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.setEmail,0.5
25,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.setFavouriteCategoryId,0.3333333333333333
26,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.setFirstName,0.3333333333333333
27,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.setLanguagePreference,0.3333333333333333
28,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.setLastName,0.3333333333333333
29,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.setListOption,0.5
30,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.setPassword,0.5
31,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.setPhone,0.5
32,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.setState,1.0
33,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.setStatus,1.0
34,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.setUsername,0.5
35,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.domain.Account.setZip,0.5
36,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.mapper.AccountMapper.getAccountByUsername,0.5
37,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.mapper.AccountMapper.getAccountByUsernameAndPassword,0.3333333333333333
38,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.mapper.AccountMapper.insertAccount,0.5
39,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.mapper.AccountMapper.insertProfile,0.3333333333333333
40,org.mybatis.jpetstore.domain.Account.Account,org.mybatis.jpetstore.mapper.AccountMapper.insertSignon,0.3333333333333333
