partitionID,className,classID
0,DesktopTester.java,desktop_app/src/test/java/com/coveros/training/autoinsurance/DesktopTester.java
0,AckServletTests.java,src/test/java/com/coveros/training/mathematics/AckServletTests.java
0,LoginServlet.java,src/main/java/com/coveros/training/authentication/LoginServlet.java
0,IPersistenceLayer.java,src/main/java/com/coveros/training/persistence/IPersistenceLayer.java
1,package-info.java,src/main/java/com/coveros/training/authentication/domainobjects/package-info.java
1,RegistrationStatusEnums.java,src/main/java/com/coveros/training/authentication/domainobjects/RegistrationStatusEnums.java
1,TailRecursive.java,src/main/java/com/coveros/training/mathematics/TailRecursive.java
1,AutoInsuranceScriptClient.java,desktop_app/src/test/java/com/coveros/training/autoinsurance/AutoInsuranceScriptClient.java
1,ExecutionDataClient.java,desktop_app/src/test/java/com/coveros/training/autoinsurance/ExecutionDataClient.java
1,AutoInsuranceActionTests.java,desktop_app/src/test/java/com/coveros/training/autoinsurance/AutoInsuranceActionTests.java
2,Loan.java,src/main/java/com/coveros/training/library/domainobjects/Loan.java
2,ServletUtils.java,src/main/java/com/coveros/training/helpers/ServletUtils.java
2,FunctionalField.java,src/main/java/com/coveros/training/mathematics/FunctionalField.java
2,environment.py,src/ui_tests/behave/features/environment.py
3,User.java,src/main/java/com/coveros/training/authentication/domainobjects/User.java
3,LibraryRegisterBookServletTests.java,src/test/java/com/coveros/training/library/LibraryRegisterBookServletTests.java
4,basic_test.py,src/ui_tests/python/basic_test.py
4,DesktopUiTests.java,desktop_app/src/test/java/com/coveros/training/autoinsurance/DesktopUiTests.java
4,Borrower.java,src/main/java/com/coveros/training/library/domainobjects/Borrower.java
4,AutoInsuranceAction.java,desktop_app/src/main/java/com/coveros/training/autoinsurance/AutoInsuranceAction.java
4,LoanTests.java,src/test/java/com/coveros/training/library/domainobjects/LoanTests.java
5,PasswordResultEnums.java,src/main/java/com/coveros/training/authentication/domainobjects/PasswordResultEnums.java
5,librarianStepDefs.py,src/ui_tests/behave/features/steps/librarianStepDefs.py
5,DateUtils.java,src/test/java/com/coveros/training/helpers/DateUtils.java
5,package-info.java,src/main/java/com/coveros/training/persistence/package-info.java
5,FibonacciStepDefs.java,src/bdd_test/java/com/coveros/training/math/FibonacciStepDefs.java
