partitionID,className,classID
0,AlcoholStepDefs.java,src/bdd_test/java/com/coveros/training/expenses/AlcoholStepDefs.java
0,BookTests.java,src/test/java/com/coveros/training/library/domainobjects/BookTests.java
1,SeleniumTests.java,src/ui_tests/java/src/test/java/com/coveros/training/SeleniumTests.java
1,ApiCalls.java,src/ui_tests/java/src/test/java/com/coveros/training/ApiCalls.java
1,HtmlUnitTests.java,src/ui_tests/java/src/test/java/com/coveros/training/HtmlUnitTests.java
2,BookCheckOutStepDefs.java,src/bdd_test/java/com/coveros/training/library/BookCheckOutStepDefs.java
2,DbServlet.java,src/main/java/com/coveros/training/persistence/DbServlet.java
2,LoginStepDefs.java,src/bdd_test/java/com/coveros/training/authentication/LoginStepDefs.java
2,RegistrationStepDefs.java,src/bdd_test/java/com/coveros/training/authentication/RegistrationStepDefs.java
2,StringUtils.java,src/main/java/com/coveros/training/helpers/StringUtils.java
2,FibonacciParameterizedTests.java,src/test/java/com/coveros/training/mathematics/FibonacciParameterizedTests.java
2,Fibonacci.java,src/main/java/com/coveros/training/mathematics/Fibonacci.java
2,AddDeleteListSearchBooksAndBorrowersStepDefs.java,src/bdd_test/java/com/coveros/training/library/AddDeleteListSearchBooksAndBorrowersStepDefs.java
2,AckermannStepDefs.java,src/bdd_test/java/com/coveros/training/math/AckermannStepDefs.java
2,FibonacciStepDefs.java,src/bdd_test/java/com/coveros/training/math/FibonacciStepDefs.java
3,fibonacciStepDefs.py,src/ui_tests/behave/features/steps/fibonacciStepDefs.py
3,librarianStepDefs.py,src/ui_tests/behave/features/steps/librarianStepDefs.py
3,environment.py,src/ui_tests/behave/features/environment.py
3,authenticationStepDefs.py,src/ui_tests/behave/features/steps/authenticationStepDefs.py
3,ackermannStepDefs.py,src/ui_tests/behave/features/steps/ackermannStepDefs.py
3,basic_test.py,src/ui_tests/python/basic_test.py
4,WebAppListener.java,src/main/java/com/coveros/training/tomcat/WebAppListener.java
4,LibraryUtils.java,src/main/java/com/coveros/training/library/LibraryUtils.java
4,LibraryRegisterBorrowerServletTests.java,src/test/java/com/coveros/training/library/LibraryRegisterBorrowerServletTests.java
4,PasswordResult.java,src/main/java/com/coveros/training/authentication/domainobjects/PasswordResult.java
4,User.java,src/main/java/com/coveros/training/authentication/domainobjects/User.java
4,LibraryRegisterBookServletTests.java,src/test/java/com/coveros/training/library/LibraryRegisterBookServletTests.java
4,LibraryBorrowerListSearchServletTests.java,src/test/java/com/coveros/training/library/LibraryBorrowerListSearchServletTests.java
4,Book.java,src/main/java/com/coveros/training/library/domainobjects/Book.java
5,LibraryBookListAvailableServlet.java,src/main/java/com/coveros/training/library/LibraryBookListAvailableServlet.java
5,Ackermann.java,src/main/java/com/coveros/training/mathematics/Ackermann.java
5,WebAppListenerTests.java,src/test/java/com/coveros/training/tomcat/WebAppListenerTests.java
5,LendingTests.java,src/test/java/com/coveros/training/library/LendingTests.java
5,UserTests.java,src/test/java/com/coveros/training/authentication/domainobjects/UserTests.java
5,RegistrationResultTests.java,src/test/java/com/coveros/training/authentication/domainobjects/RegistrationResultTests.java
5,MathStepDefs.java,src/bdd_test/java/com/coveros/training/math/MathStepDefs.java
5,PasswordResultTests.java,src/test/java/com/coveros/training/authentication/domainobjects/PasswordResultTests.java
6,AutoInsuranceActionTests.java,desktop_app/src/test/java/com/coveros/training/autoinsurance/AutoInsuranceActionTests.java
6,ExecutionDataClient.java,desktop_app/src/test/java/com/coveros/training/autoinsurance/ExecutionDataClient.java
6,DesktopUiTests.java,desktop_app/src/test/java/com/coveros/training/autoinsurance/DesktopUiTests.java
7,AutoInsuranceProcessor.java,desktop_app/src/main/java/com/coveros/training/autoinsurance/AutoInsuranceProcessor.java
7,AutoInsuranceUI.java,desktop_app/src/main/java/com/coveros/training/autoinsurance/AutoInsuranceUI.java
7,DesktopTester.java,desktop_app/src/test/java/com/coveros/training/autoinsurance/DesktopTester.java
7,WarningLetterEnum.java,desktop_app/src/main/java/com/coveros/training/autoinsurance/WarningLetterEnum.java
7,AutoInsuranceAction.java,desktop_app/src/main/java/com/coveros/training/autoinsurance/AutoInsuranceAction.java
7,InvalidClaimsException.java,desktop_app/src/main/java/com/coveros/training/autoinsurance/InvalidClaimsException.java
8,RegistrationUtilsTests.java,src/test/java/com/coveros/training/authentication/RegistrationUtilsTests.java
8,NbvcxzTests.java,src/test/java/com/coveros/training/authentication/NbvcxzTests.java
8,LoginServletTests.java,src/test/java/com/coveros/training/authentication/LoginServletTests.java
8,RegisterServlet.java,src/main/java/com/coveros/training/authentication/RegisterServlet.java
8,PasswordResultEnums.java,src/main/java/com/coveros/training/authentication/domainobjects/PasswordResultEnums.java
8,DateUtils.java,src/test/java/com/coveros/training/helpers/DateUtils.java
8,LoginServlet.java,src/main/java/com/coveros/training/authentication/LoginServlet.java
9,AckermannIterativeParameterizedTests.java,src/test/java/com/coveros/training/mathematics/AckermannIterativeParameterizedTests.java
9,AssertionException.java,src/main/java/com/coveros/training/helpers/AssertionException.java
10,CheckUtilsTests.java,src/test/java/com/coveros/training/helpers/CheckUtilsTests.java
10,LoginUtils.java,src/main/java/com/coveros/training/authentication/LoginUtils.java
11,CartesianProduct.java,src/main/java/com/coveros/training/cartesianproduct/CartesianProduct.java
11,AlcoholCalculator.java,src/main/java/com/coveros/training/expenses/AlcoholCalculator.java
11,DinnerPrices.java,src/main/java/com/coveros/training/expenses/DinnerPrices.java
