partitionID,className,classID
0,CatalogActionBean.java,src/main/java/org/mybatis/jpetstore/web/actions/CatalogActionBean.java
0,Category.java,src/main/java/org/mybatis/jpetstore/domain/Category.java
1,Item.java,src/main/java/org/mybatis/jpetstore/domain/Item.java
1,AccountMapper.java,src/main/java/org/mybatis/jpetstore/mapper/AccountMapper.java
1,CategoryMapper.java,src/main/java/org/mybatis/jpetstore/mapper/CategoryMapper.java
1,SequenceMapper.java,src/main/java/org/mybatis/jpetstore/mapper/SequenceMapper.java
1,ProductMapper.java,src/main/java/org/mybatis/jpetstore/mapper/ProductMapper.java
1,OrderServiceTest.java,src/test/java/org/mybatis/jpetstore/service/OrderServiceTest.java
1,AccountMapperTest.java,src/test/java/org/mybatis/jpetstore/mapper/AccountMapperTest.java
1,OrderActionBean.java,src/main/java/org/mybatis/jpetstore/web/actions/OrderActionBean.java
2,AbstractActionBean.java,src/main/java/org/mybatis/jpetstore/web/actions/AbstractActionBean.java
2,Sequence.java,src/main/java/org/mybatis/jpetstore/domain/Sequence.java
3,OrderService.java,src/main/java/org/mybatis/jpetstore/service/OrderService.java
3,LineItemMapperTest.java,src/test/java/org/mybatis/jpetstore/mapper/LineItemMapperTest.java
3,ProductMapperTest.java,src/test/java/org/mybatis/jpetstore/mapper/ProductMapperTest.java
3,OrderMapper.java,src/main/java/org/mybatis/jpetstore/mapper/OrderMapper.java
3,LineItem.java,src/main/java/org/mybatis/jpetstore/domain/LineItem.java
3,AccountService.java,src/main/java/org/mybatis/jpetstore/service/AccountService.java
3,CatalogService.java,src/main/java/org/mybatis/jpetstore/service/CatalogService.java
3,ScreenTransitionIT.java,src/test/java/org/mybatis/jpetstore/ScreenTransitionIT.java
4,AccountActionBeanTest.java,src/test/java/org/mybatis/jpetstore/web/actions/AccountActionBeanTest.java
4,OrderActionBeanTest.java,src/test/java/org/mybatis/jpetstore/web/actions/OrderActionBeanTest.java
4,CatalogActionBeanTest.java,src/test/java/org/mybatis/jpetstore/web/actions/CatalogActionBeanTest.java
4,OrderMapperTest.java,src/test/java/org/mybatis/jpetstore/mapper/OrderMapperTest.java
5,CartTest.java,src/test/java/org/mybatis/jpetstore/domain/CartTest.java
5,MapperTestContext.java,src/test/java/org/mybatis/jpetstore/mapper/MapperTestContext.java
6,LineItemMapper.java,src/main/java/org/mybatis/jpetstore/mapper/LineItemMapper.java
6,Account.java,src/main/java/org/mybatis/jpetstore/domain/Account.java
7,Cart.java,src/main/java/org/mybatis/jpetstore/domain/Cart.java
7,SequenceMapperTest.java,src/test/java/org/mybatis/jpetstore/mapper/SequenceMapperTest.java
7,OrderTest.java,src/test/java/org/mybatis/jpetstore/domain/OrderTest.java
7,CartActionBean.java,src/main/java/org/mybatis/jpetstore/web/actions/CartActionBean.java
7,ItemMapper.java,src/main/java/org/mybatis/jpetstore/mapper/ItemMapper.java
