,className1,className2,ClassTermRel
0,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.CartItem,0.9732874814506002
1,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.Item,0.7980895994048621
2,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.Order,0.5078034892236833
3,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.web.actions.AccountActionBean,0.15267479565766687
4,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.Account,0.4973155873620327
5,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.Product,0.4517500532339417
6,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.service.AccountService,0.12585972444097612
7,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.service.CatalogService,0.3008101918675171
8,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.web.actions.AbstractActionBean,0.14653907187956786
9,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.web.actions.CatalogActionBean,0.22038580780778635
10,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.Sequence,0.43620348070064585
11,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.LineItem,0.7219137821681662
12,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.Category,0.4400757740709022
13,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.web.actions.CartActionBean,0.4720111465785113
14,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.web.actions.OrderActionBean,0.14176326047237556
15,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.service.OrderService,0.23487389528090166
16,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.mapper.OrderMapper,0.11453475586610769
17,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.mapper.ItemMapper,0.5245034838871456
18,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.mapper.CategoryMapper,0.15363854967562066
19,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.mapper.ProductMapper,0.17030312502317613
20,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.mapper.SequenceMapper,0.09282458892018942
21,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.mapper.LineItemMapper,0.42778273423361945
22,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.mapper.AccountMapper,0.12381318061225913
23,org.mybatis.jpetstore.domain.CartItem,org.mybatis.jpetstore.domain.Item,0.8221853826851225
24,org.mybatis.jpetstore.domain.CartItem,org.mybatis.jpetstore.domain.Order,0.5057658365773167
25,org.mybatis.jpetstore.domain.CartItem,org.mybatis.jpetstore.web.actions.AccountActionBean,0.1513552203269107
26,org.mybatis.jpetstore.domain.CartItem,org.mybatis.jpetstore.domain.Account,0.48936803551339975
27,org.mybatis.jpetstore.domain.CartItem,org.mybatis.jpetstore.domain.Product,0.4425619982060366
28,org.mybatis.jpetstore.domain.CartItem,org.mybatis.jpetstore.service.AccountService,0.11274324819622303
29,org.mybatis.jpetstore.domain.CartItem,org.mybatis.jpetstore.service.CatalogService,0.28432081062295356
30,org.mybatis.jpetstore.domain.CartItem,org.mybatis.jpetstore.web.actions.AbstractActionBean,0.14399240699540983
31,org.mybatis.jpetstore.domain.CartItem,org.mybatis.jpetstore.web.actions.CatalogActionBean,0.21933498300520754
